YEAR,COUNTRY,AGEGROUP,SEX,Display Value
2013,ROU,AGE100PLUS,FMLE,0.496397
2012,IND,AGE60-64,FMLE,0.018961
2000,CPV,AGE20-24,MLE,0.002067
2013,IRL,AGE75-79,FMLE,0.027983
2012,ITA,AGE95-99,FMLE,0.270545
2000,,AGE85-89,FMLE,0.133214
2012,SOM,AGE5-9,MLE,0.005049
1990,ESP,AGE55-59,MLE,0.009994
2013,,AGE90-94,BTSX,0.190944
2012,DOM,AGE10-14,MLE,0.000298
2000,MAR,AGELT1,MLE,0.048171
1990,GAB,AGE1-4,MLE,0.008836
1990,GIN,AGE75-79,FMLE,0.094467
2012,FJI,AGE60-64,MLE,0.029293
1990,SWE,AGE45-49,MLE,0.003205
1990,,AGE15-19,FMLE,0.003878
2000,TLS,AGE10-14,MLE,0.001614
2000,BRN,AGE85-89,FMLE,0.09758
2012,BEL,AGE1-4,MLE,0.000229
2000,NGA,AGE80-84,FMLE,0.178387
1990,TTO,AGE100PLUS,MLE,0.484459
2000,SLV,AGE25-29,FMLE,0.00154
2013,MDA,AGE20-24,MLE,0.001231
2013,SVK,AGE95-99,FMLE,0.324064
2012,DMA,AGE25-29,FMLE,0.000581
1990,SWE,AGE1-4,MLE,0.000324
2000,MWI,AGE20-24,FMLE,0.004535
1990,BOL,AGE15-19,MLE,0.003422
2000,GHA,AGE55-59,MLE,0.016481
2000,ZMB,AGE50-54,MLE,0.037345
1990,CHN,AGE10-14,FMLE,0.001
2000,MHL,AGE10-14,FMLE,0.001
2013,AUT,AGE40-44,FMLE,0.000736
2000,ESP,AGE80-84,FMLE,0.056239
2013,BRB,AGE60-64,FMLE,0.00732
2012,GHA,AGE80-84,FMLE,0.134887
1990,AZE,AGE55-59,MLE,0.023345
2000,NIC,AGE75-79,FMLE,0.037835
2012,MRT,AGE5-9,FMLE,0.001974
2000,ZWE,AGE30-34,FMLE,0.038806
2012,HRV,AGE85-89,MLE,0.157256
1990,MRT,AGE85-89,MLE,0.29
2013,BRN,AGE40-44,MLE,0.002201
1990,GRC,AGE45-49,FMLE,0.0017
2012,UKR,AGE60-64,FMLE,0.012176
1990,BRA,AGELT1,FMLE,0.047878
2013,MAR,AGE75-79,MLE,0.086789
1990,VUT,AGE55-59,MLE,0.017938
2000,KGZ,AGE30-34,FMLE,0.001753
2000,TUN,AGELT1,FMLE,0.022762
1990,OMN,AGE50-54,FMLE,0.006364
1990,AZE,AGE20-24,MLE,0.001622
2013,MAR,AGE40-44,MLE,0.003158
2000,GHA,AGE90-94,MLE,0.487056
2000,,AGE10-14,FMLE,0.003138
2000,MDV,AGE10-14,MLE,0.00061
2000,JPN,AGE85-89,FMLE,0.081133
2013,,AGE100PLUS,MLE,0.361276
2000,NIC,AGE20-24,MLE,0.001964
1990,COG,AGELT1,MLE,0.073819
2000,EST,AGE5-9,FMLE,0.000316
2012,AUS,AGE65-69,MLE,0.012109
1990,GUY,AGE75-79,MLE,0.06657
2000,YEM,AGE35-39,FMLE,0.00441
2013,MHL,AGE15-19,FMLE,0.000472
2013,MCO,AGE95-99,MLE,0.38458
2000,IND,AGE80-84,MLE,0.136052
2013,MMR,AGE45-49,FMLE,0.005556
2000,,AGE15-19,FMLE,0.002898
2012,,AGE70-74,BTSX,0.052546
2000,ROU,AGE1-4,MLE,0.001027
2000,RWA,AGE30-34,MLE,0.012201
2012,,AGE95-99,FMLE,0.322853
2013,NIC,AGE20-24,MLE,0.001782
2013,ARE,AGE95-99,FMLE,0.308396
1990,MMR,AGE20-24,MLE,0.004009
2012,BWA,AGE60-64,FMLE,0.018569
2013,UZB,AGE35-39,FMLE,0.00162
2000,GHA,AGE1-4,MLE,0.01
2000,GHA,AGE20-24,MLE,0.004449
1990,KEN,AGE70-74,FMLE,0.046897
2013,CPV,AGE40-44,FMLE,0.001267
2012,PHL,AGE5-9,MLE,0.000531
1990,,AGE30-34,FMLE,0.006978
2012,SYC,AGE85-89,MLE,0.12671
2000,URY,AGE80-84,MLE,0.104
2000,EST,AGE30-34,MLE,0.003379
2012,AUS,AGE85-89,FMLE,0.085396
2013,VNM,AGE100PLUS,MLE,0.326566
1990,TTO,AGE20-24,MLE,0.001754
2000,DMA,AGE55-59,FMLE,0.007851
2013,GTM,AGE40-44,MLE,0.006115
1990,LBR,AGE75-79,FMLE,0.109898
1990,COM,AGE1-4,MLE,0.010579
2000,PRT,AGE85-89,FMLE,0.130184
2012,HUN,AGE30-34,FMLE,0.000413
2000,JPN,AGE50-54,FMLE,0.002256
1990,SEN,AGE75-79,MLE,0.113963
2013,RWA,AGE60-64,FMLE,0.015207
2012,MEX,AGE10-14,MLE,0.000361
2000,BFA,AGE30-34,MLE,0.008268
2013,TGO,AGE20-24,MLE,0.004389
2013,MAR,AGE95-99,FMLE,0.424832
1990,VUT,AGE20-24,MLE,0.002855
2000,KGZ,AGE90-94,MLE,0.314771
2000,NIC,AGE55-59,MLE,0.010351
2013,JOR,AGE100PLUS,FMLE,0.496924
1990,BEL,AGE1-4,FMLE,0.000378
2012,MKD,AGE30-34,MLE,0.00072
2012,,AGE50-54,BTSX,0.004487
1990,FIN,AGE75-79,MLE,0.07793
1990,FSM,AGE55-59,MLE,0.015597
1990,LKA,AGE55-59,FMLE,0.00729
2013,MRT,AGE35-39,MLE,0.003932
2013,MDV,AGE100PLUS,MLE,0.360244
1990,TKM,AGE1-4,FMLE,0.005
2000,EST,AGELT1,MLE,0.010092
2012,,AGE35-39,MLE,0.006066
1990,FRA,AGE1-4,MLE,0.000429
2013,TUV,AGE35-39,FMLE,0.00271
2000,ZMB,AGE85-89,MLE,0.249148
2012,PAK,AGE30-34,FMLE,0.001648
2000,PRT,AGE50-54,FMLE,0.003068
2013,,AGE60-64,FMLE,0.008952
1990,BLZ,AGE80-84,MLE,0.113
2000,SLV,AGE50-54,MLE,0.011218
2000,IRN,AGE80-84,FMLE,0.123628
2000,HUN,AGELT1,MLE,0.011
2012,ZWE,AGE80-84,FMLE,0.119791
2012,BRB,AGE70-74,MLE,0.030493
2013,UZB,AGE95-99,MLE,0.270823
2000,EST,AGE65-69,MLE,0.044948
1990,COG,AGE15-19,FMLE,0.00283
2000,LKA,AGE60-64,FMLE,0.011697
2000,LKA,AGE25-29,FMLE,0.001337
2000,TUN,AGE90-94,MLE,0.262573
2013,GAB,AGE70-74,FMLE,0.041182
1990,CUB,AGE1-4,FMLE,0.000634
2013,GAB,AGE35-39,FMLE,0.006938
2013,FIN,AGE100PLUS,FMLE,0.458581
2012,PHL,AGE60-64,FMLE,0.016252
2000,,AGE50-54,BTSX,0.010174
1990,HUN,AGE60-64,FMLE,0.015
1990,AFG,AGELT1,FMLE,0.123438
1990,MAR,AGE70-74,MLE,0.059631
2012,MNG,AGE85-89,MLE,0.261325
1990,HRV,AGE50-54,FMLE,0.004415
1990,MKD,AGE20-24,MLE,0.000749
2013,,AGE95-99,MLE,0.463606
2000,VNM,AGE10-14,MLE,0.00099
1990,SUR,AGE70-74,FMLE,0.027974
2000,RWA,AGE50-54,FMLE,0.018009
2012,MKD,AGE65-69,MLE,0.029045
2013,CRI,AGE90-94,FMLE,0.151201
2013,SLV,AGE60-64,MLE,0.019202
2012,COM,AGE10-14,MLE,0.001485
1990,FIN,AGE15-19,FMLE,0.000487
2000,UZB,AGE50-54,MLE,0.013
2013,PLW,AGE35-39,FMLE,0.00143
2000,KGZ,AGE55-59,MLE,0.024938
2013,IRQ,AGE60-64,FMLE,0.012363
2013,LKA,AGE95-99,MLE,0.364599
2012,PLW,AGE10-14,MLE,0.000483
2012,MUS,AGE10-14,FMLE,0.000213
1990,BRA,AGE75-79,FMLE,0.066782
2000,MDA,AGE90-94,MLE,0.305975
2000,,AGE40-44,MLE,0.003904
2012,CHE,AGE30-34,MLE,0.000541
2012,MNG,AGE60-64,FMLE,0.016679
1990,UZB,AGE80-84,MLE,0.109914
1990,TLS,AGE70-74,FMLE,0.068676
2000,GAB,AGE50-54,MLE,0.013337
1990,PHL,AGE75-79,MLE,0.080452
1990,PAK,AGE20-24,FMLE,0.00233
2012,CYP,AGE70-74,MLE,0.02476
1990,MKD,AGE55-59,MLE,0.013477
2012,OMN,AGE85-89,MLE,0.154226
2012,,AGE95-99,MLE,0.281406
2000,SUR,AGELT1,FMLE,0.01292
2013,ZWE,AGE100PLUS,MLE,0.671853
2013,,AGE45-49,FMLE,0.002683
2000,SYR,AGE25-29,FMLE,0.00084
1990,SLE,AGE1-4,MLE,0.033631
2000,MDV,AGE90-94,MLE,0.235734
2012,BWA,AGE25-29,FMLE,0.004295
2012,HRV,AGE60-64,FMLE,0.006845
1990,COG,AGE40-44,MLE,0.011885
2012,HRV,AGE95-99,FMLE,0.279706
2000,JOR,AGE35-39,MLE,0.001716
1990,RWA,AGE70-74,MLE,0.072538
2012,BRA,AGE5-9,FMLE,0.000245
2000,TUN,AGE30-34,FMLE,0.000974
1990,OMN,AGE15-19,FMLE,0.001194
2000,KGZ,AGELT1,FMLE,0.038926
1990,GUY,AGE50-54,FMLE,0.012477
2000,URY,AGE85-89,MLE,0.149
2013,SUR,AGE5-9,FMLE,0.000217
1990,POL,AGE75-79,FMLE,0.058177
2012,LBR,AGE30-34,MLE,0.003984
1990,CYP,AGE1-4,FMLE,0.000258
2012,,AGE1-4,MLE,0.00073
2012,,AGE1-4,FMLE,0.004407
2012,MNG,AGE95-99,FMLE,0.432282
1990,MDA,AGE70-74,FMLE,0.043696
2012,AUS,AGE100PLUS,MLE,0.425901
2000,LTU,AGE65-69,FMLE,0.016
2000,BWA,AGE35-39,MLE,0.033702
2012,AUS,AGE5-9,FMLE,0.000085
2012,PHL,AGE85-89,MLE,0.229846
2012,AFG,AGE85-89,FMLE,0.218928
2000,,AGE85-89,BTSX,0.236285
1990,MNG,AGE50-54,FMLE,0.00894
2012,PRT,AGE10-14,FMLE,0.000081
2013,MDV,AGE5-9,FMLE,0.000238
1990,HUN,AGE1-4,MLE,0.000559
1990,SUR,AGE15-19,MLE,0.000745
1990,TCD,AGE80-84,MLE,0.20012
2013,SVN,AGE45-49,MLE,0.003184
2012,COM,AGE65-69,FMLE,0.03391
2013,SVK,AGE60-64,FMLE,0.007547
2013,CHE,AGE90-94,FMLE,0.160925
2000,VNM,AGE30-34,FMLE,0.000794
1990,GUY,AGE15-19,FMLE,0.001175
2000,MUS,AGE30-34,MLE,0.002121
2000,UGA,AGE75-79,MLE,0.107467
2000,GMB,AGE30-34,MLE,0.006256
2000,ITA,AGE90-94,FMLE,0.187511
2000,UZB,AGE25-29,FMLE,0.001396
2013,NPL,AGE40-44,MLE,0.003708
2000,FIN,AGE55-59,FMLE,0.004097
2012,GAB,AGELT1,FMLE,0.038387
1990,EST,AGE45-49,FMLE,0.003604
2000,PER,AGE50-54,FMLE,0.005422
2012,MLI,AGE30-34,FMLE,0.005269
2012,NIC,AGE35-39,FMLE,0.001648
2000,JOR,AGE80-84,MLE,0.136661
2000,BEN,AGE1-4,FMLE,0.013896
2013,BEL,AGE15-19,FMLE,0.000178
2013,SAU,AGE90-94,FMLE,0.249848
2012,ZAF,AGE85-89,MLE,0.165336
2000,BLZ,AGE45-49,MLE,0.007
2013,KOR,AGE100PLUS,MLE,0.507089
1990,USA,AGE50-54,FMLE,0.00433
2000,SEN,AGE55-59,FMLE,0.012358
2013,KNA,AGE5-9,MLE,0.000353
2012,,AGE5-9,FMLE,0.00047
1990,,AGE100PLUS,MLE,0.631925
2000,IDN,AGE50-54,FMLE,0.007285
2013,,AGE95-99,BTSX,0.27851
1990,AGO,AGE20-24,MLE,0.011
2012,CUB,AGE35-39,MLE,0.001612
1990,VNM,AGE25-29,MLE,0.003
2013,DZA,AGE90-94,FMLE,0.298935
1990,AZE,AGE70-74,MLE,0.067
2000,CAF,AGE25-29,FMLE,0.012211
2013,ERI,AGE40-44,MLE,0.007052
1990,GBR,AGE15-19,MLE,0.000746
2013,HRV,AGE100PLUS,FMLE,0.359424
2012,,AGE50-54,BTSX,0.004815
2000,LAO,AGE10-14,FMLE,0.001
2012,TUR,AGE70-74,MLE,0.041987
1990,,AGE60-64,FMLE,0.024865
1990,YEM,AGE85-89,MLE,0.246
2000,DNK,AGE30-34,FMLE,0.000426
2012,CHN,AGE40-44,MLE,0.001857
1990,HTI,AGE50-54,MLE,0.015261
2013,NPL,AGE95-99,FMLE,0.425462
2012,JPN,AGE10-14,FMLE,0.000087
1990,TUN,AGE20-24,MLE,0.001
2012,ZAF,AGE25-29,FMLE,0.007816
2000,CRI,AGE25-29,MLE,0.001413
2012,NIC,AGE95-99,MLE,0.241211
2000,ZAF,AGE20-24,FMLE,0.004712
1990,IDN,AGE1-4,FMLE,0.005875
2012,BHR,AGE95-99,FMLE,0.306409
2000,MRT,AGE50-54,MLE,0.012
1990,AZE,AGE30-34,FMLE,0.001
2013,UGA,AGE15-19,FMLE,0.003003
2012,CPV,AGE80-84,FMLE,0.085311
2013,BIH,AGE95-99,MLE,0.300067
1990,KHM,AGE85-89,FMLE,0.136982
2000,SUR,AGE75-79,FMLE,0.030509
2013,PAK,AGE15-19,MLE,0.001117
2000,GTM,AGE75-79,MLE,0.058145
2013,BLR,AGE100PLUS,MLE,0.481366
2013,MKD,AGE35-39,MLE,0.00136
1990,SVK,AGE80-84,FMLE,0.107028
2013,AGO,AGE35-39,FMLE,0.008658
2013,AZE,AGE70-74,MLE,0.053926
1990,USA,AGELT1,MLE,0.010498
2012,GAB,AGE65-69,FMLE,0.025002
2000,FRA,AGE5-9,MLE,0.000143
2012,MWI,AGE5-9,MLE,0.002495
2000,ZAF,AGE35-39,MLE,0.012439
1990,BEL,AGE70-74,MLE,0.045595
1990,GTM,AGE80-84,FMLE,0.105568
2000,ARE,AGE30-34,MLE,0.000868
2013,,AGE60-64,FMLE,0.018341
1990,ECU,AGE1-4,FMLE,0.003
1990,THA,AGE1-4,MLE,0.001979
2013,,AGE40-44,BTSX,0.003187
1990,LKA,AGE80-84,MLE,0.105168
1990,SUR,AGE25-29,FMLE,0.001202
2000,NAM,AGE85-89,MLE,0.197944
2013,TON,AGE45-49,MLE,0.003839
1990,,AGE25-29,BTSX,0.001743
2000,YEM,AGE80-84,FMLE,0.14227
2012,SWZ,AGE35-39,MLE,0.022951
1990,CMR,AGE40-44,FMLE,0.00773
1990,,AGE45-49,MLE,0.006104
2000,IND,AGE1-4,MLE,0.005562
2012,CRI,AGE85-89,FMLE,0.100246
1990,TJK,AGE50-54,MLE,0.011431
2012,IRQ,AGE10-14,FMLE,0.000372
1990,TKM,AGE90-94,MLE,0.246
2000,DNK,AGE90-94,MLE,0.235098
2012,PRT,AGE90-94,FMLE,0.162167
2012,DZA,AGE30-34,MLE,0.001552
2013,UKR,AGE10-14,MLE,0.000294
2000,VUT,AGE1-4,FMLE,0.000828
1990,RUS,AGE55-59,FMLE,0.008618
2013,SYC,AGE30-34,FMLE,0.001043
2013,CPV,AGE20-24,MLE,0.00109
2013,SMR,AGE65-69,MLE,0.010084
2012,MDG,AGE25-29,FMLE,0.002905
2013,PAK,AGE70-74,FMLE,0.046811
2000,PHL,AGE55-59,FMLE,0.00895
2013,,AGE65-69,MLE,0.038628
2013,SYC,AGE100PLUS,FMLE,0.44995
2000,DOM,AGE50-54,MLE,0.007175
1990,KHM,AGE30-34,MLE,0.009261
1990,BLZ,AGE20-24,FMLE,0.000696
2000,BWA,AGE80-84,MLE,0.137222
2013,KWT,AGE95-99,MLE,0.328496
2012,KNA,AGE70-74,MLE,0.059214
2012,MMR,AGE40-44,FMLE,0.004068
2000,,AGE35-39,FMLE,0.002648
2013,QAT,AGE20-24,MLE,0.000524
1990,MRT,AGE5-9,FMLE,0.003
2013,NAM,AGE70-74,FMLE,0.041532
1990,GEO,AGE75-79,FMLE,0.060114
2000,LCA,AGE20-24,FMLE,0.000632
2000,ALB,AGE75-79,MLE,0.118
2000,PAK,AGE85-89,MLE,0.204815
2013,ETH,AGE45-49,MLE,0.007021
2012,SLV,AGE65-69,FMLE,0.01765
2000,TTO,AGE80-84,FMLE,0.093103
1990,NGA,AGE40-44,FMLE,0.010457
2013,MAR,AGE60-64,FMLE,0.01382
1990,ARE,AGE80-84,FMLE,0.113444
2000,NIU,AGE25-29,FMLE,0.001
2012,HUN,AGE55-59,MLE,0.018762
2000,NAM,AGE25-29,FMLE,0.009376
2012,MLT,AGE55-59,FMLE,0.002793
1990,ARM,AGE1-4,MLE,0.002054
2013,NOR,AGE5-9,FMLE,0.000088
1990,QAT,AGE15-19,MLE,0.001128
2012,ESP,AGE30-34,MLE,0.000589
2012,GRD,AGE65-69,MLE,0.037636
2000,KWT,AGE85-89,MLE,0.22005
2000,COK,AGE50-54,FMLE,0.006
1990,ROU,AGELT1,MLE,0.035608
1990,CMR,AGE100PLUS,MLE,0.672857
1990,LAO,AGE35-39,FMLE,0.007
2013,ESP,AGE45-49,FMLE,0.001281
2012,ESP,AGE85-89,FMLE,0.087531
2012,BRB,AGE55-59,FMLE,0.004188
2012,KIR,AGE45-49,MLE,0.006411
1990,SRB,AGE20-24,MLE,0.000973
2000,SEN,AGE100PLUS,FMLE,0.641584
2000,GBR,AGE10-14,MLE,0.000165
2013,PHL,AGE45-49,MLE,0.008736
2013,ATG,AGE75-79,MLE,0.043458
2013,,AGE100PLUS,BTSX,0.379885
2013,SWE,AGE50-54,MLE,0.00318
2012,BEN,AGE50-54,FMLE,0.009174
2000,PHL,AGE1-4,MLE,0.002736
2000,DOM,AGE60-64,FMLE,0.013049
1990,IRN,AGE30-34,FMLE,0.003
2012,LKA,AGE10-14,MLE,0.000356
2013,DMA,AGE30-34,FMLE,0.000461
2012,MCO,AGE90-94,MLE,0.207893
2012,BHR,AGE25-29,FMLE,0.000318
2012,,AGE50-54,FMLE,0.00367
2013,BOL,AGE40-44,FMLE,0.004158
2000,ESP,AGE35-39,FMLE,0.000709
1990,LAO,AGE100PLUS,MLE,0.585396
2013,SWE,AGE95-99,MLE,0.348584
2013,MRT,AGE45-49,FMLE,0.00523
2000,COG,AGE1-4,MLE,0.012234
2000,NIU,AGE30-34,FMLE,0.001024
2012,ROU,AGE40-44,MLE,0.003862
2000,URY,AGE30-34,MLE,0.001678
1990,KHM,AGE15-19,FMLE,0.004457
2012,,AGE90-94,MLE,0.217784
1990,GRD,AGE75-79,FMLE,0.054828
2012,PNG,AGE60-64,MLE,0.040299
1990,LAO,AGE90-94,MLE,0.363
2000,ITA,AGE20-24,FMLE,0.000278
1990,MLT,AGE45-49,FMLE,0.0015
2012,BGD,AGE95-99,MLE,0.290713
2013,ATG,AGE15-19,FMLE,0.00041
2012,DNK,AGE80-84,FMLE,0.059018
2013,TUR,AGE60-64,FMLE,0.006825
2012,AND,AGE85-89,MLE,0.132004
1990,GRC,AGE25-29,MLE,0.001045
2000,SEN,AGE10-14,MLE,0.002
2012,,AGE70-74,MLE,0.059413
2013,VEN,AGE5-9,FMLE,0.000211
1990,SRB,AGE75-79,FMLE,0.063359
2000,KHM,AGE20-24,FMLE,0.002963
1990,CPV,AGE70-74,FMLE,0.047709
2013,LCA,AGE10-14,MLE,0.000363
1990,PAN,AGELT1,FMLE,0.023803
2000,SWE,AGE50-54,MLE,0.004052
1990,IND,AGE75-79,MLE,0.104297
2012,CZE,AGE5-9,MLE,0.000069
1990,LTU,AGE55-59,MLE,0.02076
2012,PAN,AGE40-44,FMLE,0.001696
1990,TLS,AGE5-9,MLE,0.004326
1990,THA,AGE45-49,MLE,0.007179
2013,GIN,AGE70-74,MLE,0.058383
1990,MCO,AGE80-84,MLE,0.098679
2013,SWE,AGE35-39,FMLE,0.000415
2013,JOR,AGE90-94,MLE,0.315559
2000,NZL,AGE50-54,FMLE,0.003109
1990,PNG,AGE70-74,FMLE,0.067512
1990,YEM,AGE80-84,MLE,0.163
1990,ZAF,AGE75-79,MLE,0.126146
1990,SLV,AGE20-24,FMLE,0.001571
2012,MAR,AGE70-74,MLE,0.053998
2000,QAT,AGE30-34,FMLE,0.000366
1990,,AGE100PLUS,MLE,0.515441
2013,MMR,AGE35-39,MLE,0.003759
1990,TUR,AGE80-84,FMLE,0.106699
1990,AND,AGE95-99,FMLE,0.355536
2012,CPV,AGE25-29,MLE,0.001131
2012,,AGE90-94,FMLE,0.164302
2013,NZL,AGE95-99,FMLE,0.256939
2013,NPL,AGELT1,MLE,0.035984
1990,COK,AGE80-84,FMLE,0.098
2013,IRN,AGE10-14,FMLE,0.000302
1990,TGO,AGE70-74,FMLE,0.053386
2000,MYS,AGE85-89,MLE,0.196313
1990,TZA,AGELT1,FMLE,0.102572
2013,BLR,AGE40-44,FMLE,0.00193
2012,BHR,AGE40-44,MLE,0.001145
2000,COL,AGE75-79,FMLE,0.036816
1990,,AGE50-54,MLE,0.013618
2012,LSO,AGE55-59,FMLE,0.019472
2012,COM,AGE90-94,MLE,0.350314
2000,,AGE20-24,MLE,0.001356
2000,GUY,AGE100PLUS,FMLE,0.476947
1990,BEN,AGE75-79,FMLE,0.105097
1990,GAB,AGE45-49,MLE,0.008076
2013,ARG,AGE70-74,MLE,0.04154
2012,GTM,AGE70-74,MLE,0.033368
2013,SYR,AGE50-54,MLE,0.005573
1990,PRT,AGE25-29,MLE,0.001979
2000,SWZ,AGE75-79,MLE,0.098808
2012,ARG,AGE40-44,FMLE,0.001642
2013,SUR,AGE65-69,MLE,0.019438
2013,,AGE65-69,FMLE,0.027613
1990,SYR,AGE45-49,MLE,0.004645
2013,KEN,AGE5-9,FMLE,0.002927
2000,BLR,AGE90-94,MLE,0.29516
1990,SYR,AGE80-84,MLE,0.138174
2013,CRI,AGE10-14,FMLE,0.000199
1990,TUN,AGE85-89,FMLE,0.157
2000,AUS,AGE1-4,FMLE,0.000226
1990,,AGE85-89,FMLE,0.172136
1990,SOM,AGE95-99,FMLE,0.426642
2012,LKA,AGE90-94,MLE,0.260042
2000,ZMB,AGE5-9,MLE,0.007
2013,AUT,AGE5-9,FMLE,0.000099
1990,FSM,AGE75-79,FMLE,0.082512
2012,VNM,AGE15-19,MLE,0.001116
1990,TGO,AGE15-19,MLE,0.003456
2012,ZWE,AGE95-99,MLE,0.49079
2013,,AGE55-59,FMLE,0.005621
2000,HND,AGE85-89,MLE,0.152556
2000,COM,AGE5-9,MLE,0.002442
2000,UKR,AGE35-39,MLE,0.007344
2012,JOR,AGE40-44,MLE,0.002183
2000,HRV,AGE90-94,FMLE,0.257052
2013,UZB,AGE70-74,FMLE,0.052158
2013,SOM,AGE100PLUS,FMLE,0.507457
2013,POL,AGE70-74,MLE,0.043232
2000,BRB,AGE5-9,FMLE,0.00018
2013,FIN,AGE10-14,MLE,0.000085
1990,CRI,AGE100PLUS,MLE,0.256503
1990,CUB,AGE25-29,MLE,0.001711
1990,THA,AGE100PLUS,FMLE,0.454212
1990,TGO,AGE50-54,MLE,0.012991
2013,KEN,AGE65-69,MLE,0.032244
2012,TUV,AGE90-94,MLE,0.285977
2000,TLS,AGE90-94,MLE,0.3523
2012,JPN,AGE90-94,FMLE,0.117043
1990,NIC,AGE15-19,MLE,0.001435
2013,MRT,AGE70-74,MLE,0.06152
1990,MHL,AGE45-49,FMLE,0.006567
1990,NIC,AGE25-29,FMLE,0.001052
2000,,AGE55-59,BTSX,0.008881
2000,CHE,AGE35-39,FMLE,0.000694
2013,,AGE80-84,FMLE,0.107675
2012,CPV,AGE35-39,FMLE,0.000898
2013,MEX,AGE15-19,MLE,0.001223
1990,MUS,AGE70-74,MLE,0.074211
1990,BFA,AGE25-29,MLE,0.006182
2000,TLS,AGELT1,FMLE,0.080937
1990,PRT,AGE80-84,FMLE,0.089557
2012,,AGE50-54,BTSX,0.012782
2000,LSO,AGELT1,MLE,0.092428
2000,UKR,AGE90-94,FMLE,0.281169
1990,VUT,AGE30-34,FMLE,0.003217
2000,LSO,AGE5-9,FMLE,0.002737
2013,SUR,AGE85-89,FMLE,0.067688
2012,EST,AGE35-39,MLE,0.002946
1990,HRV,AGE30-34,MLE,0.001884
1990,MCO,AGE100PLUS,FMLE,0.495458
2000,PAK,AGE60-64,FMLE,0.01844
2000,HND,AGE25-29,FMLE,0.002566
2000,COG,AGE55-59,FMLE,0.016998
1990,GAB,AGE80-84,MLE,0.151045
2000,TLS,AGE55-59,MLE,0.020006
2012,JOR,AGE95-99,FMLE,0.388576
2000,LVA,AGE50-54,FMLE,0.006
2000,BOL,AGE20-24,MLE,0.003301
2012,BRB,AGE1-4,MLE,0.000413
2000,MLT,AGE5-9,FMLE,0.000105
2012,DMA,AGE5-9,MLE,0.000333
2013,,AGE40-44,BTSX,0.004384
2000,MNG,AGE80-84,MLE,0.197767
2013,SYR,AGE15-19,MLE,0.000596
2012,GIN,AGE5-9,FMLE,0.005156
2013,AUS,AGE90-94,FMLE,0.152944
2013,FIN,AGE65-69,FMLE,0.008475
2012,SLV,AGE90-94,MLE,0.156454
2012,SUR,AGE15-19,MLE,0.000825
2012,KGZ,AGE60-64,MLE,0.030581
1990,URY,AGE50-54,FMLE,0.005
2012,LKA,AGE30-34,FMLE,0.0007
1990,OMN,AGE30-34,MLE,0.00287
2013,ZWE,AGE85-89,FMLE,0.194885
1990,CRI,AGE40-44,FMLE,0.001632
1990,,AGE25-29,MLE,0.003294
2012,,AGE35-39,MLE,0.00263
1990,THA,AGE25-29,MLE,0.003
2013,SLE,AGE15-19,MLE,0.005856
2012,,AGE55-59,BTSX,0.007758
2013,GUY,AGE65-69,FMLE,0.033186
1990,IRQ,AGE80-84,FMLE,0.119219
2012,MRT,AGE85-89,FMLE,0.255153
2000,BFA,AGE75-79,MLE,0.124066
1990,TON,AGELT1,FMLE,0.017
1990,UZB,AGE40-44,FMLE,0.003
1990,,AGE45-49,FMLE,0.01021
2000,TUN,AGE55-59,FMLE,0.007
2000,MDA,AGE55-59,MLE,0.026038
1990,KGZ,AGE25-29,FMLE,0.00142
2013,OMN,AGE45-49,MLE,0.003144
2013,LBR,AGE10-14,FMLE,0.001592
2000,BRN,AGE5-9,FMLE,0.000247
2013,BWA,AGE10-14,MLE,0.001331
2012,VNM,AGE35-39,FMLE,0.000937
2012,DMA,AGE40-44,MLE,0.006539
2013,CHE,AGE45-49,FMLE,0.001176
1990,MDV,AGE5-9,MLE,0.001469
2000,KAZ,AGE60-64,FMLE,0.022068
2013,MDA,AGE100PLUS,MLE,0.475174
2013,SVN,AGE65-69,FMLE,0.008949
2012,CUB,AGE55-59,FMLE,0.005883
2000,AZE,AGE1-4,FMLE,0.003
2000,AZE,AGE60-64,MLE,0.029733
2012,,AGE75-79,FMLE,0.080361
2000,AUS,AGE25-29,MLE,0.001274
2013,JPN,AGELT1,MLE,0.002305
1990,BFA,AGE45-49,FMLE,0.009135
1990,GHA,AGE15-19,MLE,0.003259
2012,KEN,AGE5-9,MLE,0.003857
2012,KEN,AGE10-14,MLE,0.002767
2000,ARE,AGE5-9,FMLE,0.000248
1990,GUY,AGE30-34,MLE,0.004927
1990,IRN,AGE100PLUS,MLE,0.532287
2013,,AGE100PLUS,MLE,0.395436
2000,MNG,AGE1-4,MLE,0.004258
2013,AUS,AGE35-39,MLE,0.001168
2013,UKR,AGE65-69,FMLE,0.020368
2012,NIC,AGE15-19,MLE,0.001173
2012,GHA,AGE60-64,MLE,0.021496
2000,AZE,AGELT1,FMLE,0.057
2012,KHM,AGE15-19,FMLE,0.001314
2000,NRU,AGE40-44,MLE,0.002
1990,TTO,AGELT1,FMLE,0.02688
1990,CYP,AGE25-29,MLE,0.001053
1990,HUN,AGE55-59,FMLE,0.01
2012,TTO,AGE40-44,FMLE,0.002613
2012,FSM,AGE85-89,FMLE,0.206824
1990,JPN,AGE80-84,FMLE,0.062094
1990,AUT,AGE85-89,MLE,0.1888
2012,SVK,AGE55-59,FMLE,0.005036
