year,country,AGEGROUP,SEX,Display Value
1990,COD,AGE5-9,MLE,0.043179
1990,ZAF,AGE100PLUS,FMLE,1
2013,EST,AGE10-14,MLE,0.001999
2000,IRN,AGE75-79,MLE,0.345891
2013,AUT,AGE10-14,FMLE,0.00039
2000,GAB,AGE55-59,MLE,0.075443
2012,FSM,AGE35-39,MLE,0.011614
2013,CRI,AGE60-64,FMLE,0.035263
2012,,AGELT1,MLE,0.068141
1990,PHL,AGE80-84,MLE,0.447125
2012,COD,AGE70-74,FMLE,0.259561
2013,GTM,AGE65-69,FMLE,0.074193
2013,ZAF,AGE80-84,FMLE,0.404257
2012,ITA,AGE90-94,MLE,0.645745
1990,ZMB,AGE15-19,FMLE,0.019
2013,NGA,AGE85-89,MLE,0.739387
2012,BLR,AGE85-89,FMLE,0.510358
2013,BFA,AGE10-14,MLE,0.009218
2012,LCA,AGE20-24,MLE,0.00785
1990,POL,AGE25-29,MLE,0.009313
1990,IND,AGE100PLUS,FMLE,1
2000,GNQ,AGE40-44,FMLE,0.055319
1990,HRV,AGE20-24,FMLE,0.002185
2012,TUR,AGE50-54,MLE,0.029323
2000,COK,AGE55-59,MLE,0.048
1990,SYC,AGE10-14,MLE,0.001483
2013,SLV,AGE30-34,MLE,0.034434
2000,CRI,AGE15-19,FMLE,0.002133
2012,VEN,AGE30-34,MLE,0.01835
2013,,AGE15-19,FMLE,0.006036
2000,THA,AGE5-9,FMLE,0.002
2013,SRB,AGE85-89,MLE,0.538698
2013,MCO,AGE85-89,FMLE,0.342595
1990,AZE,AGE55-59,MLE,0.111
2013,,AGE1-4,FMLE,0.011472
2012,COD,AGE85-89,MLE,0.765883
1990,SYC,AGE20-24,FMLE,0.003285
2000,ARM,AGE40-44,FMLE,0.008861
2000,ESP,AGE75-79,MLE,0.238799
2000,TUV,AGELT1,FMLE,0.034505
2012,GNQ,AGE45-49,FMLE,0.053543
1990,IRN,AGE45-49,FMLE,0.03133
2013,ESP,AGE95-99,FMLE,0.732491
2012,,AGE15-19,MLE,0.012922
1990,LAO,AGE85-89,MLE,0.737
2000,BLZ,AGE60-64,FMLE,0.051
2013,ETH,AGE80-84,FMLE,0.483072
1990,NZL,AGE95-99,FMLE,0.758143
2000,IRQ,AGE20-24,FMLE,0.003
2013,ZMB,AGE5-9,FMLE,0.020444
2000,ETH,AGE70-74,FMLE,0.241377
2013,GNQ,AGE85-89,FMLE,0.683353
2012,GRC,AGE50-54,MLE,0.024378
2012,MRT,AGE35-39,MLE,0.019615
1990,LCA,AGE10-14,MLE,0.002694
2000,KGZ,AGE75-79,FMLE,0.304
2013,ARM,AGE30-34,MLE,0.007912
2012,BOL,AGE30-34,MLE,0.017793
2013,COL,AGE80-84,MLE,0.269032
1990,LCA,AGE45-49,MLE,0.041332
1990,COD,AGE95-99,FMLE,0.916779
2013,,AGELT1,BTSX,0.061106
1990,COD,AGE60-64,FMLE,0.121253
1990,GNQ,AGE95-99,MLE,0.947485
2013,LAO,AGE85-89,MLE,0.697051
2013,TUV,AGE5-9,FMLE,0.002716
2000,CHL,AGE5-9,FMLE,0.001
2013,TUV,AGE40-44,FMLE,0.019136
1990,COK,AGE1-4,FMLE,0.004
2000,LKA,AGELT1,FMLE,0.01332
2013,TLS,AGE10-14,FMLE,0.003312
2013,MHL,AGE45-49,MLE,0.021985
1990,GRD,AGE20-24,FMLE,0.004333
2000,SOM,AGE1-4,FMLE,0.073778
2012,MUS,AGE70-74,FMLE,0.130305
2012,CAN,AGE5-9,FMLE,0.000389
2000,UGA,AGE90-94,MLE,0.878268
2012,VCT,AGE70-74,MLE,0.157833
1990,AZE,AGE75-79,FMLE,0.338
2000,GIN,AGE25-29,FMLE,0.030449
2012,MEX,AGE35-39,MLE,0.016137
1990,TZA,AGE80-84,MLE,0.599931
2012,,AGE60-64,BTSX,0.051721
1990,ZWE,AGELT1,MLE,0.055899
1990,ATG,AGE70-74,FMLE,0.250272
2013,GNB,AGE45-49,FMLE,0.04553
2000,HUN,AGE65-69,MLE,0.190354
1990,BTN,AGE55-59,FMLE,0.110606
2000,ISR,AGE90-94,MLE,0.693023
2013,SWZ,AGE100PLUS,MLE,1
2013,NPL,AGE55-59,MLE,0.070724
2013,PRY,AGE70-74,MLE,0.163513
2012,ARE,AGE95-99,MLE,0.841997
1990,FJI,AGE5-9,FMLE,0.004131
2013,PRY,AGE10-14,FMLE,0.001309
2000,TCD,AGE65-69,MLE,0.24022
2000,EGY,AGE1-4,MLE,0.00935
1990,CZE,AGE75-79,FMLE,0.283515
2013,FRA,AGE15-19,FMLE,0.000806
2012,TKM,AGE65-69,FMLE,0.175148
2013,KIR,AGE95-99,FMLE,0.888957
2000,LTU,AGE35-39,MLE,0.023
1990,SSD,AGE5-9,MLE,0.055
2012,GEO,AGE30-34,FMLE,0.003189
2013,VNM,AGE65-69,FMLE,0.06454
2012,SVK,AGE95-99,MLE,0.795096
2013,,AGE100PLUS,MLE,1
1990,SRB,AGE20-24,FMLE,0.001977
2000,UZB,AGE45-49,MLE,0.039
2012,STP,AGE90-94,MLE,0.795509
2012,NRU,AGE45-49,MLE,0.012058
2013,COG,AGE10-14,FMLE,0.012044
2000,TJK,AGE1-4,MLE,0.020107
2013,ESP,AGE50-54,MLE,0.021409
2012,THA,AGE70-74,MLE,0.20856
2000,ETH,AGE60-64,MLE,0.131048
2000,AFG,AGE25-29,FMLE,0.024972
1990,PRT,AGE50-54,MLE,0.038632
1990,GNQ,AGE1-4,FMLE,0.067469
2013,MDA,AGE100PLUS,FMLE,1
1990,ZWE,AGE50-54,FMLE,0.048394
1990,TUR,AGE85-89,MLE,0.732439
1990,BLZ,AGE75-79,MLE,0.31
1990,ISR,AGE25-29,FMLE,0.001944
2012,VNM,AGE75-79,MLE,0.267705
1990,IRN,AGE75-79,FMLE,0.371
2000,UGA,AGE30-34,FMLE,0.097684
2013,IRN,AGE15-19,MLE,0.006051
1990,TKM,AGE90-94,MLE,0.711
2000,LSO,AGE90-94,MLE,0.727179
2012,MUS,AGE1-4,FMLE,0.00204
2000,GIN,AGE85-89,MLE,0.757226
2013,ECU,AGE65-69,FMLE,0.057995
2000,,AGE35-39,FMLE,0.006632
2000,ERI,AGE55-59,MLE,0.183155
2000,NIU,AGE35-39,MLE,0.01302
1990,LVA,AGE20-24,MLE,0.011237
2000,LCA,AGE95-99,MLE,0.714917
2013,MNG,AGE10-14,FMLE,0.001194
2013,SYC,AGE45-49,FMLE,0.016335
2012,QAT,AGE40-44,MLE,0.006299
2000,ISR,AGE30-34,FMLE,0.002199
2013,SMR,AGE80-84,MLE,0.264164
2000,BWA,AGE25-29,MLE,0.074826
1990,SAU,AGE45-49,MLE,0.026081
2012,GRC,AGE35-39,FMLE,0.00249
2013,MMR,AGE95-99,MLE,0.914931
1990,ECU,AGE75-79,MLE,0.287901
2012,MCO,AGE35-39,MLE,0.005524
2000,,AGE15-19,FMLE,0.006858
2000,DNK,AGE35-39,MLE,0.006846
2013,KAZ,AGELT1,MLE,0.017897
2012,MLT,AGE60-64,MLE,0.046634
2000,NIU,AGE1-4,MLE,0
2000,AUS,AGE95-99,FMLE,0.764638
1990,JOR,AGE30-34,FMLE,0.007513
2000,BLR,AGE55-59,FMLE,0.046888
1990,BTN,AGE1-4,MLE,0.043144
2012,NRU,AGE100PLUS,FMLE,1
2000,TKM,AGE10-14,FMLE,0.003
2012,TUN,AGE15-19,FMLE,0.001705
1990,RUS,AGE1-4,FMLE,0.003566
2000,IRQ,AGE5-9,MLE,0.003
2013,HND,AGELT1,MLE,0.020996
2013,FRA,AGE75-79,MLE,0.171826
2000,CHN,AGE50-54,MLE,0.033
1990,GTM,AGE25-29,FMLE,0.013361
2000,UZB,AGE30-34,MLE,0.015621
1990,NLD,AGE25-29,MLE,0.003875
2012,MAR,AGE1-4,FMLE,0.004142
2000,YEM,AGE25-29,FMLE,0.015976
2000,,AGE20-24,MLE,0.010535
2012,STP,AGE30-34,FMLE,0.012934
1990,GRC,AGE50-54,MLE,0.02602
1990,AGO,AGE1-4,FMLE,0.098014
1990,SUR,AGE85-89,FMLE,0.373962
2012,NLD,AGE10-14,FMLE,0.000395
2000,KHM,AGE80-84,FMLE,0.29143
1990,TUN,AGE30-34,FMLE,0.007
2012,MDG,AGE40-44,FMLE,0.025899
1990,SVK,AGE25-29,FMLE,0.002464
1990,CRI,AGE100PLUS,FMLE,1
2013,GBR,AGE80-84,MLE,0.310281
2012,MDV,AGE40-44,MLE,0.006621
1990,MNG,AGE90-94,MLE,0.880931
2000,,AGELT1,MLE,0.091613
2013,COM,AGE15-19,FMLE,0.010702
1990,SSD,AGE75-79,MLE,0.486994
2000,SYC,AGE60-64,MLE,0.141244
2000,CRI,AGE25-29,FMLE,0.003372
2012,BHR,AGE100PLUS,MLE,1
2013,VEN,AGE65-69,FMLE,0.063001
2000,PER,AGE55-59,MLE,0.046325
2013,LBN,AGE100PLUS,FMLE,1
2012,IRQ,AGE15-19,MLE,0.007194
2012,CHL,AGE10-14,FMLE,0.000625
2012,SUR,AGE40-44,MLE,0.017788
2000,SLB,AGE30-34,FMLE,0.01701
2013,,AGE10-14,FMLE,0.00107
2012,TJK,AGE5-9,MLE,0.001307
2012,SGP,AGE100PLUS,FMLE,1
1990,TLS,AGE30-34,MLE,0.039751
1990,RWA,AGE50-54,MLE,0.098113
2000,PLW,AGE5-9,FMLE,0.0039
2012,GRC,AGE95-99,MLE,0.790292
2000,LUX,AGE10-14,MLE,0.000503
1990,MDG,AGE100PLUS,MLE,1
1990,USA,AGE55-59,MLE,0.058788
2000,NOR,AGE80-84,MLE,0.395219
2013,GMB,AGE40-44,FMLE,0.031192
2012,STP,AGE45-49,MLE,0.031421
1990,GTM,AGE85-89,MLE,0.599207
1990,IRQ,AGE65-69,FMLE,0.109
1990,BFA,AGE70-74,FMLE,0.295209
2013,SEN,AGE10-14,FMLE,0.006295
2000,MEX,AGE30-34,MLE,0.011622
1990,RUS,AGE60-64,MLE,0.157739
2012,SSD,AGE85-89,MLE,0.735883
1990,MDV,AGE30-34,MLE,0.016436
2012,FIN,AGE20-24,MLE,0.004192
2012,MDA,AGE95-99,FMLE,0.813968
2013,NPL,AGE100PLUS,MLE,1
1990,,AGE25-29,BTSX,0.014779
1990,ISL,AGE35-39,MLE,0.006317
2013,HUN,AGELT1,MLE,0.005598
1990,,AGE75-79,MLE,0.402212
2000,UKR,AGE35-39,FMLE,0.009758
2000,GMB,AGE30-34,FMLE,0.028004
2012,RWA,AGE1-4,FMLE,0.017078
2013,LUX,AGE20-24,MLE,0.003063
2013,GBR,AGE20-24,FMLE,0.001083
2012,SLV,AGE90-94,FMLE,0.48994
2013,CHE,AGE70-74,FMLE,0.055326
2000,LUX,AGE65-69,FMLE,0.054356
2012,DZA,AGE90-94,MLE,0.826916
2000,LBR,AGE5-9,MLE,0.016999
1990,MNE,AGE20-24,MLE,0.005325
2013,,AGE65-69,FMLE,0.143946
1990,IRQ,AGE25-29,FMLE,0.004821
1990,DZA,AGE55-59,FMLE,0.047506
2012,IRQ,AGE70-74,FMLE,0.171515
2000,COG,AGE25-29,MLE,0.036013
1990,JAM,AGE1-4,MLE,0.005757
2000,POL,AGE90-94,FMLE,0.709
2012,MDG,AGE100PLUS,MLE,1
2012,KAZ,AGE35-39,MLE,0.029688
1990,CHL,AGE5-9,MLE,0.002
2000,DZA,AGE50-54,MLE,0.04253
2013,ALB,AGE40-44,FMLE,0.008431
2000,FSM,AGE60-64,FMLE,0.085849
1990,SAU,AGE55-59,FMLE,0.043136
1990,OMN,AGE30-34,FMLE,0.00955
2000,AGO,AGELT1,MLE,0.130011
2000,AGO,AGE50-54,FMLE,0.072714
1990,IDN,AGE5-9,MLE,0.008099
2012,GHA,AGE15-19,FMLE,0.011591
2000,VEN,AGE80-84,MLE,0.373969
1990,TLS,AGE85-89,FMLE,0.709816
1990,MDA,AGE50-54,FMLE,0.039461
1990,VNM,AGE5-9,FMLE,0.005609
2012,JAM,AGE10-14,MLE,0.002861
2013,KOR,AGE1-4,MLE,0.000513
2013,LCA,AGE90-94,FMLE,0.469581
2000,SYR,AGE65-69,MLE,0.136578
2013,HRV,AGE45-49,FMLE,0.009634
1990,IRQ,AGE50-54,MLE,0.041
2000,PRK,AGE15-19,MLE,0.009325
2000,TCD,AGE5-9,FMLE,0.02486
2000,AFG,AGE40-44,MLE,0.043932
2012,MNG,AGE20-24,MLE,0.008731
2013,,AGE80-84,BTSX,0.456287
2000,OMN,AGE1-4,FMLE,0.00222
2000,LCA,AGE80-84,FMLE,0.275225
1990,TJK,AGE50-54,FMLE,0.04259
2012,BGR,AGE40-44,FMLE,0.007712
2000,DEU,AGE30-34,MLE,0.004775
2013,LUX,AGE75-79,FMLE,0.12051
2000,LBN,AGE1-4,MLE,0.003263
1990,,AGE45-49,FMLE,0.019603
2012,BTN,AGE65-69,FMLE,0.134738
2000,YEM,AGE40-44,MLE,0.032
2000,TZA,AGE85-89,MLE,0.734681
2013,ECU,AGE20-24,FMLE,0.003978
1990,MRT,AGE50-54,FMLE,0.043
2000,NIU,AGE70-74,FMLE,0.168
2013,,AGE60-64,BTSX,0.100937
2000,,AGE75-79,MLE,0.413942
2000,MNG,AGE1-4,FMLE,0.013968
2012,,AGE75-79,BTSX,0.355332
2012,ZMB,AGE55-59,FMLE,0.068214
1990,AUT,AGE50-54,FMLE,0.01718
2013,GHA,AGE90-94,MLE,0.947176
2012,KGZ,AGE75-79,MLE,0.372883
2000,LUX,AGELT1,FMLE,0.003427
2013,MLT,AGE75-79,FMLE,0.149139
2012,ROU,AGE40-44,FMLE,0.007604
2013,TJK,AGE45-49,MLE,0.023774
2012,BTN,AGE10-14,MLE,0.006106
1990,KIR,AGE60-64,MLE,0.140187
2013,,AGE40-44,BTSX,0.00861
2000,ECU,AGE20-24,MLE,0.014
1990,SVN,AGELT1,FMLE,0.007723
2000,THA,AGE20-24,FMLE,0.006
2013,NAM,AGE40-44,MLE,0.04105
1990,LCA,AGE100PLUS,MLE,1
2012,DEU,AGE45-49,FMLE,0.007644
2012,KAZ,AGE90-94,FMLE,0.851711
1990,NIU,AGE50-54,FMLE,0.028304
2012,DMA,AGE40-44,FMLE,0.018298
2012,PAN,AGE10-14,MLE,0.002357
2013,CZE,AGE90-94,FMLE,0.677449
2000,ATG,AGE90-94,MLE,0.507221
2000,GUY,AGE25-29,MLE,0.02631
1990,MMR,AGE1-4,MLE,0.032999
2012,,AGE60-64,FMLE,0.051973
2012,BFA,AGE95-99,MLE,0.934281
2013,UKR,AGE70-74,MLE,0.288841
2000,MRT,AGE5-9,FMLE,0.012
2000,UZB,AGE40-44,FMLE,0.014
2000,KEN,AGE80-84,MLE,0.536967
2013,AFG,AGE70-74,FMLE,0.24267
1990,AUT,AGE85-89,FMLE,0.532896
1990,MDV,AGE50-54,MLE,0.061
1990,THA,AGE15-19,MLE,0.009
1990,MHL,AGE95-99,FMLE,0.891
2000,GUY,AGE80-84,FMLE,0.447279
2013,CYP,AGELT1,FMLE,0.002192
1990,MRT,AGE75-79,MLE,0.435
2000,FRA,AGE65-69,MLE,0.102732
2013,TCD,AGE15-19,FMLE,0.019207
2012,IRQ,AGE35-39,FMLE,0.007239
2000,AZE,AGE25-29,FMLE,0.004865
2012,GHA,AGE95-99,FMLE,0.977098
2000,SLE,AGE85-89,FMLE,0.898115
2012,PNG,AGE60-64,FMLE,0.120088
1990,,AGELT1,FMLE,0.071239
2013,GIN,AGE70-74,FMLE,0.23504
1990,COK,AGE15-19,FMLE,0.002
2013,MYS,AGE75-79,MLE,0.309215
2012,TUN,AGE5-9,MLE,0.00184
2013,,AGE100PLUS,FMLE,1
2012,MWI,AGE100PLUS,MLE,1
1990,BHR,AGELT1,FMLE,0.019227
2013,BEL,AGE100PLUS,MLE,1
2013,BWA,AGE70-74,MLE,0.186034
2000,LSO,AGE10-14,MLE,0.009277
2013,PAN,AGE35-39,FMLE,0.006482
1990,UZB,AGE45-49,FMLE,0.022267
2012,JPN,AGE95-99,MLE,0.772764
2012,AGO,AGE10-14,FMLE,0.017143
2012,SGP,AGE45-49,MLE,0.009302
2012,BWA,AGE40-44,FMLE,0.067531
2012,TUN,AGE40-44,MLE,0.012863
1990,LTU,AGE55-59,FMLE,0.03736
2013,AUS,AGE15-19,MLE,0.002276
2012,ZWE,AGE5-9,MLE,0.01688
2000,CHL,AGE20-24,FMLE,0.002
2012,ZWE,AGE95-99,FMLE,0.906369
1990,MLT,AGE50-54,MLE,0.024751
2000,CAF,AGE85-89,FMLE,0.712686
1990,TCD,AGE45-49,FMLE,0.062297
2012,CUB,AGE95-99,MLE,0.701426
2012,BGD,AGE60-64,FMLE,0.084387
1990,KIR,AGE1-4,FMLE,0.030934
2000,KGZ,AGE60-64,MLE,0.152
2013,COM,AGE75-79,MLE,0.410151
2000,MKD,AGE5-9,MLE,0.001455
2000,BRA,AGE60-64,FMLE,0.067349
2012,,AGE20-24,BTSX,0.005104
2012,GHA,AGE40-44,MLE,0.031377
2013,OMN,AGE90-94,FMLE,0.504203
1990,CHE,AGE100PLUS,FMLE,1
2012,,AGE1-4,MLE,0.004218
2013,AFG,AGE95-99,MLE,0.909777
2000,TUN,AGE10-14,FMLE,0.001743
2012,,AGE90-94,BTSX,0.802534
1990,KNA,AGE45-49,MLE,0.038
2000,YEM,AGE10-14,FMLE,0.007
2000,FRA,AGE50-54,FMLE,0.013951
2013,MNE,AGE25-29,MLE,0.004609
1990,IRL,AGE85-89,FMLE,0.522664
2000,PRT,AGE65-69,FMLE,0.053121
2000,,AGE85-89,FMLE,0.427839
2012,SGP,AGE10-14,MLE,0.000793
2012,BWA,AGE5-9,FMLE,0.003172
2012,KGZ,AGE40-44,MLE,0.033966
1990,SVN,AGE90-94,MLE,0.814064
1990,CHN,AGE30-34,FMLE,0.007163
2000,CAF,AGE50-54,FMLE,0.098198
2012,ROU,AGE65-69,MLE,0.158081
2012,BGD,AGE95-99,FMLE,0.775528
2012,ZWE,AGE60-64,FMLE,0.075769
1990,VNM,AGE85-89,FMLE,0.434661
2013,TCD,AGE75-79,MLE,0.447571
2000,AZE,AGE5-9,MLE,0.00367
1990,VNM,AGE50-54,FMLE,0.019364
2013,,AGE30-34,MLE,0.0157
2000,LBR,AGE60-64,FMLE,0.126856
2012,TZA,AGE10-14,MLE,0.012732
1990,PRT,AGE25-29,FMLE,0.00317
2013,HUN,AGE15-19,FMLE,0.001116
2000,TJK,AGE10-14,FMLE,0.002176
2012,JPN,AGE35-39,FMLE,0.00293
2013,VUT,AGE95-99,MLE,0.911985
2000,LBR,AGE25-29,FMLE,0.03135
2013,CYP,AGE20-24,MLE,0.005895
2013,MYS,AGE95-99,FMLE,0.868893
2013,BRA,AGE35-39,FMLE,0.00662
2013,HND,AGE40-44,MLE,0.020178
1990,YEM,AGE20-24,FMLE,0.015686
2013,LTU,AGE70-74,FMLE,0.102236
1990,BGD,AGE85-89,FMLE,0.618265
1990,MHL,AGELT1,FMLE,0.048
2012,KHM,AGE5-9,FMLE,0.008134
2013,SLE,AGE60-64,FMLE,0.173562
1990,ARG,AGE1-4,MLE,0.003492
2000,BGD,AGE10-14,FMLE,0.005298
2000,MKD,AGE25-29,FMLE,0.001437
1990,AZE,AGE70-74,MLE,0.289
2000,,AGE15-19,MLE,0.009269
1990,KGZ,AGE10-14,FMLE,0.002
2000,HND,AGE85-89,FMLE,0.47771
2013,SLE,AGELT1,MLE,0.123298
2000,BEL,AGE65-69,FMLE,0.051329
1990,MDV,AGE85-89,FMLE,0.89226
2012,COM,AGE55-59,FMLE,0.068573
2000,CAF,AGE65-69,MLE,0.216695
2012,BGD,AGE40-44,MLE,0.014671
1990,CZE,AGE30-34,FMLE,0.003566
1990,TGO,AGE75-79,MLE,0.384416
2000,LTU,AGE25-29,FMLE,0.003249
2000,CHN,AGE15-19,MLE,0.004213
2012,NIC,AGE95-99,FMLE,0.598108
2000,BRB,AGE10-14,MLE,0.000815
2000,LVA,AGE1-4,MLE,0.003
2012,PLW,AGE90-94,FMLE,0.774263
1990,JOR,AGE20-24,MLE,0.007415
1990,PRT,AGE85-89,MLE,0.619857
1990,BGD,AGE50-54,FMLE,0.041461
1990,NIC,AGELT1,MLE,0.0551
1990,ARE,AGE70-74,FMLE,0.207127
2000,MKD,AGE60-64,FMLE,0.060363
2000,SWE,AGE30-34,MLE,0.003783
2013,JOR,AGE90-94,FMLE,0.754034
2000,IRL,AGE45-49,FMLE,0.010763
2000,ZAF,AGE70-74,FMLE,0.210742
2013,GTM,AGE10-14,MLE,0.003295
2012,VEN,AGE50-54,FMLE,0.020512
2000,CHL,AGELT1,FMLE,0.008303
2000,POL,AGE75-79,MLE,0.320563
1990,BTN,AGE90-94,FMLE,0.690217
2000,,AGELT1,BTSX,0.030231
2013,GNB,AGE80-84,FMLE,0.616408
2013,SUR,AGE70-74,MLE,0.154396
2000,PNG,AGE1-4,FMLE,0.021418
1990,YEM,AGE70-74,MLE,0.293735
2013,SUR,AGE10-14,FMLE,0.001635
1990,CHL,AGE90-94,MLE,0.73
2012,WSM,AGE5-9,MLE,0.001694
2000,CUB,AGE20-24,FMLE,0.002923
2013,KGZ,AGE90-94,FMLE,0.744321
2000,DZA,AGE15-19,FMLE,0.004105
2013,SSD,AGE1-4,MLE,0.038491
2012,KOR,AGE30-34,MLE,0.004163
2000,BEN,AGE50-54,FMLE,0.051768
2013,ZWE,AGE35-39,MLE,0.065962
1990,JOR,AGE10-14,MLE,0.002873
2000,GRC,AGE20-24,FMLE,0.001599
1990,SUR,AGE5-9,FMLE,0.002237
2000,MDA,AGE25-29,MLE,0.010994
2012,CHN,AGE75-79,FMLE,0.243229
2000,TON,AGE85-89,FMLE,0.646
2000,IRQ,AGE1-4,MLE,0.009989
2012,OMN,AGE55-59,MLE,0.04382
2013,ESP,AGE85-89,MLE,0.438777
1990,RUS,AGE50-54,MLE,0.077602
2013,HND,AGE85-89,FMLE,0.430491
1990,BWA,AGE65-69,FMLE,0.158376
2000,,AGE80-84,FMLE,0.328635
2012,BRA,AGE35-39,MLE,0.017285
2012,AFG,AGE1-4,MLE,0.029047
1990,DEU,AGE70-74,FMLE,0.119885
2000,DNK,AGE70-74,MLE,0.184639
2012,TON,AGE30-34,FMLE,0.012461
2013,TUV,AGE30-34,MLE,0.010601
2012,NZL,AGE25-29,FMLE,0.001867
1990,,AGE80-84,BTSX,0.418414
1990,RWA,AGE95-99,FMLE,0.869742
2012,AZE,AGE55-59,FMLE,0.03321
1990,SYR,AGE50-54,MLE,0.037244
2000,MDG,AGE70-74,FMLE,0.258466
2013,ARM,AGE40-44,FMLE,0.008722
2012,NPL,AGE85-89,MLE,0.697135
2012,HND,AGE80-84,FMLE,0.293082
2013,URY,AGE90-94,MLE,0.63604
2000,SAU,AGE30-34,MLE,0.004892
1990,MUS,AGELT1,MLE,0.022485
2000,TUR,AGE55-59,FMLE,0.030364
2013,SVK,AGE65-69,FMLE,0.062725
2013,TJK,AGE35-39,MLE,0.011574
2012,AGO,AGE25-29,MLE,0.033554
2000,CYP,AGE45-49,MLE,0.016474
2013,ROU,AGE35-39,FMLE,0.004523
1990,IDN,AGE95-99,FMLE,0.893952
2000,POL,AGE80-84,FMLE,0.35
1990,AZE,AGE60-64,FMLE,0.096
2000,SWZ,AGE20-24,FMLE,0.059461
2012,BHR,AGE75-79,FMLE,0.256967
2000,IRQ,AGE55-59,FMLE,0.036223
1990,ARG,AGE45-49,FMLE,0.016152
2013,BLZ,AGE65-69,MLE,0.12803
1990,PAN,AGE90-94,FMLE,0.732068
1990,VNM,AGE15-19,MLE,0.01
2013,SRB,AGE5-9,MLE,0.000659
2012,COG,AGE55-59,MLE,0.076015
2013,LAO,AGE40-44,MLE,0.019062
2013,,AGE50-54,FMLE,0.051316
2012,,AGE70-74,BTSX,0.210465
2013,,AGE95-99,BTSX,0.874564
2000,SYR,AGE55-59,MLE,0.053224
2012,SVN,AGE75-79,FMLE,0.129789
2000,BGD,AGE25-29,MLE,0.008088
1990,CAF,AGE15-19,MLE,0.025836
2012,LBN,AGE30-34,MLE,0.00232
2012,OMN,AGELT1,FMLE,0.008898
2013,EST,AGE30-34,FMLE,0.003208
2013,GBR,AGE1-4,MLE,0.000819
2012,SLE,AGE60-64,MLE,0.18368
1990,DOM,AGE95-99,MLE,0.707462
2000,ARE,AGE80-84,MLE,0.450518
2013,KHM,AGE70-74,FMLE,0.105467
1990,PHL,AGE100PLUS,FMLE,1
2012,MHL,AGE50-54,MLE,0.036726
1990,,AGE60-64,FMLE,0.11093
2013,SVN,AGE15-19,MLE,0.001783
2013,STP,AGE60-64,FMLE,0.072628
2000,GEO,AGE15-19,FMLE,0.001906
2013,NLD,AGE65-69,MLE,0.075464
2000,ALB,AGE60-64,MLE,0.098
1990,PRY,AGE45-49,MLE,0.020309
1990,AUS,AGE10-14,FMLE,0.000766
2013,FIN,AGE35-39,FMLE,0.002926
1990,TCD,AGE50-54,MLE,0.106959
2013,JAM,AGE40-44,MLE,0.022366
2000,NOR,AGE1-4,FMLE,0.000809
2000,SVK,AGE80-84,MLE,0.466531
2000,DMA,AGE25-29,FMLE,0.004879
1990,DJI,AGE35-39,FMLE,0.02791
2012,ALB,AGE85-89,MLE,0.665606
2013,THA,AGE40-44,FMLE,0.010327
2013,SMR,AGE55-59,FMLE,0.014817
1990,VNM,AGE100PLUS,MLE,1
1990,UGA,AGE75-79,MLE,0.433826
2012,BRA,AGE80-84,MLE,0.402634
1990,COM,AGE70-74,FMLE,0.262088
2000,ATG,AGE100PLUS,FMLE,1
1990,LBR,AGE45-49,FMLE,0.055077
2012,ISR,AGE60-64,FMLE,0.024214
2013,IRQ,AGE65-69,FMLE,0.101588
2000,,AGE15-19,MLE,0.004815
2013,GAB,AGE50-54,FMLE,0.042788
2013,VCT,AGE40-44,FMLE,0.012807
2012,AGO,AGE80-84,FMLE,0.551734
2000,HUN,AGE40-44,FMLE,0.01346
2013,PRT,AGE90-94,MLE,0.659071
2000,TUV,AGE100PLUS,MLE,1
1990,TTO,AGE10-14,FMLE,0.001884
2013,TUN,AGE70-74,MLE,0.177129
1990,IDN,AGE50-54,FMLE,0.04385
2000,,AGE50-54,BTSX,0.028882
2013,TCD,AGE85-89,FMLE,0.731362
2000,SVN,AGE25-29,FMLE,0.002001
2012,,AGE55-59,FMLE,0.028086
2013,BGR,AGE60-64,MLE,0.111481
2013,HUN,AGE30-34,MLE,0.004762
2000,YEM,AGE25-29,MLE,0.017
2000,SYC,AGE95-99,MLE,0.98
2012,PRY,AGELT1,FMLE,0.016695
2000,POL,AGE70-74,MLE,0.241
2013,GRD,AGE5-9,MLE,0.002699
2012,AFG,AGE55-59,FMLE,0.0696
2013,SWZ,AGE10-14,MLE,0.013048
2013,LUX,AGE55-59,MLE,0.030145
2012,IDN,AGE50-54,MLE,0.041632
2012,COK,AGE80-84,FMLE,0.368671
2013,PNG,AGE10-14,FMLE,0.003596
1990,BWA,AGE10-14,MLE,0.006043
2013,CMR,AGE25-29,FMLE,0.02862
2013,JOR,AGE15-19,MLE,0.003368
2012,EGY,AGE30-34,MLE,0.008363
2012,MNG,AGELT1,FMLE,0.018193
1990,MHL,AGE80-84,FMLE,0.513
2012,,AGE20-24,MLE,0.011114
1990,COL,AGE20-24,MLE,0.023219
2012,MKD,AGE20-24,FMLE,0.000866
1990,AUS,AGE70-74,MLE,0.186036
2012,MLI,AGE80-84,FMLE,0.616598
2013,EST,AGE90-94,MLE,0.671772
2012,ISR,AGE5-9,MLE,0.00053
2013,,AGELT1,FMLE,0.008718
2012,CHL,AGE45-49,FMLE,0.008035
2012,MKD,AGE35-39,MLE,0.006822
2013,USA,AGE95-99,MLE,0.810465
2000,CYP,AGE55-59,FMLE,0.014907
